,Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
4264,CEDAR   LLC,BN REG,FRITO LAYS,25,2.0,2.99,74.75,33.11,24.75
4265,CEDAR   LLC,SHP DR S,FRITO LAYS,25,1.61,2.69,67.25,40.15,27.0
4266,CEDAR   LLC,BON APPETIT STRAW/CH MUFF,BAKERY & PASTRY,25,1.87,3.19,86.13,41.42,33.03
4267,CEDAR   LLC,BON APPETIT B-BERRY CHSE,BAKERY & PASTRY,25,1.87,3.19,79.75,41.42,33.03
4268,CEDAR   LLC,PRINGLES BBQ 5.57OZ,SALTY SNACKS,25,2.42,4.89,122.25,50.51,61.75
4269,CEDAR   LLC,GATORADE ZERO BERRY 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,85.95,41.3,35.0
4270,CEDAR   LLC,MONSTER ENERGY DRINK LO CARB ZERO 16 OZ,BEVERAGE : STANDARD,25,1.74,3.59,89.75,51.53,46.25
4271,CEDAR   LLC,EL MONT. BURRITO BF/BN/CH,FROZEN,25,1.49,2.99,74.75,50.14,37.48
4272,CEDAR   LLC,CORNNUTS REG LARGE,NUTS & SEEDS,25,1.08,2.59,64.45,58.3,37.75
4273,CEDAR   LLC,ZYN WINTERGREEN 3MG,POUCH,25,6.65,8.99,224.75,26.03,58.5
4274,CEDAR   LLC,CIGAR WRAP MELON ZIG ZAG,CIGAR & PAPER,25,1.04,1.59,39.75,34.36,13.66
4275,CEDAR   LLC,SOUR TONGUE SLIME STRAW/G,CANDY : NOVELTY,25,1.37,3.09,76.65,55.81,43.12
4276,WHEAT   LLC,Mtn Dew Cabo Citrus Baja Blast 20oz,BEVERAGE : STANDARD,25,1.61,2.99,74.75,46.14,34.49
4277,WHEAT   LLC,FANTA PINEAPPLE SODA 20 OZ,BEVERAGE : STANDARD,25,1.28,2.99,74.75,57.15,42.72
4278,WHEAT   LLC,PEACE TEA RAZZLEBR 23 OZ,BEVERAGE : STANDARD,25,1.1,2.19,54.75,49.62,27.17
4279,WHEAT   LLC,GATORADE ZERO LEMON LIME 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,85.95,41.3,35.0
4280,WHEAT   LLC,B&M JAZZ PT 25CT,CIGAR & PAPER,25,1.54,1.99,49.75,22.55,11.22
4281,WHEAT   LLC,MONSTER ENERGY ULTRA PEACHY KEEN ZERO SUGAR 20 OZ,BEVERAGE : STANDARD,25,1.74,3.59,89.75,51.53,46.25
4282,WHEAT   LLC,ARIZONA WATERMELON 22OZ,BEVERAGE : STANDARD,25,0.87,1.99,49.75,56.32,28.02
4283,WHEAT   LLC,VITAMIN XXX BLUEBERRY POMEGRANATE 20 OZ,BEVERAGE : STANDARD,25,1.45,2.79,69.75,47.91,33.42
4284,WHEAT   LLC,CELSIUS SPARKLING CHERRY COLA 12 OZ,BEVERAGE : STANDARD,25,1.52,2.99,74.75,49.14,36.73
4285,HAWK   LLC,PURE LEAF EXTRA SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,25,1.6,2.99,74.75,46.49,34.75
4286,HAWK   LLC,SWISHER SWEET CIG 2PK GRN,CIGAR & PAPER,25,1.42,1.99,49.75,28.81,14.34
4287,HAWK   LLC,CT HTL,FRITO LAYS,25,1.88,2.69,67.25,30.11,20.25
4288,HAWK   LLC,REESES PNT BTR CUP SUPER,CANDY : BOX & PEG,25,2.47,4.39,109.75,43.64,47.9
4289,HAWK   LLC,BON APPETIT CHOCO/CHOC MU,BAKERY & PASTRY,25,1.87,3.89,97.25,51.96,50.53
4290,HAWK   LLC,S26 PRINGLES ORIGINAL 2.36 OZ,SALTY SNACKS,25,1.22,2.89,72.25,57.64,41.65
4291,HAWK   LLC,S27 PRINGLES S.C.&O. 2.5 OZ,SALTY SNACKS,25,1.22,2.89,72.25,57.64,41.65
4292,HAWK   LLC,POWERADE LEMON LIME 28 OZ,BEVERAGE : STANDARD,25,1.41,2.99,69.65,52.82,39.49
4293,HAWK   LLC,NESTLE PURE LIFEWATER 24 PK,BEVERAGE : STANDARD,25,6.5,7.99,199.75,18.65,37.25
4294,HAWK   LLC,SOUR PATCH KIDS 8 OZ,CANDY : BOX & PEG,25,2.07,4.89,121.85,57.74,70.59
4295,HAWK   LLC,CORNNUTS RANCH LARGE,NUTS & SEEDS,25,1.08,2.69,67.25,59.85,40.25
4296,HAWK   LLC,SPREE,CANDY : NOVELTY,25,1.05,2.39,59.75,56.14,33.54
4297,HAWK   LLC,Starbucks Tripleshot Vanilla Premium Coffee Drink 11 OZ,BEVERAGE : STANDARD,25,2.92,4.59,114.75,36.46,41.84
4298,HAWK   LLC,BABY RUTH KING 3.3 OZ,CANDY : BARS,25,1.72,3.39,84.75,49.36,41.84
4299,HAWK   LLC,TOILET PAPER WHT 4PK,HOME GOODS,25,1.75,3.59,89.75,51.25,46.0
4300,HAWK   LLC,SATI HUCKLEBERRY VANILLA SODA 12 OZ,BEVERAGE : SPECIALITY,25,2.63,4.59,114.75,42.7,49.0
4301,HAWK   LLC,Vitaminwater Glaceau Zero Sugar Pineapple Passionfruit 20 Oz,BEVERAGE : STANDARD,25,1.45,2.89,72.05,49.71,35.92
4302,HAWK   LLC,ALANI COSMIC STARDUST ENERGY 12OZ,BEVERAGE : STANDARD,25,1.67,3.19,78.15,47.75,38.09
4303,HAWK   LLC,BODY ARMOR SPRDRNKBL RBY 28 OZ,BEVERAGE : STANDARD,25,1.75,3.59,88.85,51.25,46.0
4304,HAWK   LLC,CELSIUS ESSENTIALS DRAGONBERRY 16 OZ,BEVERAGE : STANDARD,25,1.75,3.29,82.25,46.81,38.5
4305,HAWK   LLC,ON NICOTINE POUCHES 8MG C,POUCH,25,5.3,6.79,168.15,21.97,37.3
4306,HAWK   LLC,DOT'S PRETZELS 5OZ,SALTY SNACKS,25,2.91,7.19,179.75,59.47,106.9
4307,HAWK   LLC,GOOD 2 GROW FRUIT PUNCH J 6 OZ,BEVERAGE : STANDARD,25,2.62,3.99,99.75,34.42,34.34
4308,HAWK   LLC,HOSTESS WHEAT BREAD 18 OZ,GROCERY,25,2.82,4.89,122.25,42.33,51.75
4309,HAWK   LLC,HOSTESS DONETTES HONEY BU,BAKERY & PASTRY,25,3.29,5.99,148.85,45.02,67.42
4310,HAWK   LLC,CELSIUS WATERMELON 12 OZ,BEVERAGE : STANDARD,25,1.52,3.09,77.25,50.78,39.23
4311,CHEYENNE   LLC,CAMEL CLASSIC TURKISH ROY,CIGARETTES,25,9.64,11.09,275.85,13.1,36.33
4312,CHEYENNE   LLC,J. LINK BEEF&CHSE ORIG 2.,JERKY,25,2.37,4.39,101.35,46.13,50.63
4313,CHEYENNE   LLC,J. LINK BEEF STICK ORIG.,JERKY,25,1.73,3.19,79.75,45.7,36.45
4314,CHEYENNE   LLC,MT KET JAL,FRITO LAYS,25,3.68,4.99,124.75,26.25,32.75
4315,CHEYENNE   LLC,BON APPETIT CHOC CHIP MUF,BAKERY & PASTRY,25,1.87,3.19,79.75,41.42,33.03
4316,CHEYENNE   LLC,KRABBY PATTY GIANT GUMMI,CANDY : NOVELTY,25,0.28,0.69,17.25,59.18,10.21
4317,CHEYENNE   LLC,DEX ARTISAN ITALIAN SUB 8,REFRIGERATED,25,4.07,6.69,167.25,39.18,65.53
4318,CHEYENNE   LLC,HOT PCKT HAM & CHEESE 8 OZ,FROZEN,25,1.93,3.89,97.25,50.45,49.06
4319,CHEYENNE   LLC,DIET COKE CAN ZERO 16oz,BEVERAGE : STANDARD,25,1.15,2.39,59.75,51.88,31.0
4320,CHEYENNE   LLC,POWERADE GRAPE 28 OZ,BEVERAGE : STANDARD,25,1.26,2.89,68.65,56.4,40.75
4321,CHEYENNE   LLC,NESTLE TOLL HOUSE CHOCOLATE CHIP COOKIE SANDWICH 6 OZ,ICE CREAM,25,2.41,3.99,99.75,39.6,39.5
4322,CHEYENNE   LLC,CAMP V8 SPICY 12/OZ,BEVERAGE : STANDARD,25,1.45,3.29,82.25,56.08,46.13
4323,CHEYENNE   LLC,COPENHAGEN POUCHES MINT,CHEW,25,5.55,6.49,161.65,14.51,23.55
4324,CHEYENNE   LLC,XHALE LIQUID DIAMONDS MASTER BLEND THCA XPX9 1G CARTRIDGE CASE PEACH KOBBLER  (SATIVA),SMOKE SHOP,25,6.49,14.99,374.75,56.7,212.5
4325,CHEYENNE   LLC,BODY ARMOR CHRYLIM ZERO 28 OZ,BEVERAGE : STANDARD,25,1.54,3.49,86.05,55.83,48.71
4326,CHEYENNE   LLC,S012-S013 NJOY ACE PODS MENTHOL 2.4% 2PK,VAPE : PRIMARY,25,10.95,12.99,324.75,15.7,51.0
4327,CHEYENNE   LLC,BUCKED UP ENERGY SOUR BUCKS 16 OZ,BEVERAGE : STANDARD,25,1.83,3.79,94.75,51.63,48.92
4328,CHEYENNE   LLC,NOS GT GRAPE 16oz,BEVERAGE : STANDARD,25,1.68,3.59,89.75,53.2,47.75
4329,CHEYENNE   LLC,REIGN STORM STRAWBERRY APRICOT 12 OZ,BEVERAGE : STANDARD,25,1.42,2.99,74.75,52.62,39.34
4330,CHEYENNE   LLC,ROCKSTAR PURE SUGAR FREE SILVER ICE 16 OZ,BEVERAGE : STANDARD,25,1.63,3.29,82.25,50.61,41.63
4331,CHEYENNE   LLC,ON NICOTINE POUCHES 4MG C,POUCH,25,3.4,4.39,107.65,22.64,24.85
4332,CHEYENNE   LLC,SAVIA COCONUT MILK MANGO,BEVERAGE : STANDARD,25,1.46,2.79,69.75,47.7,33.27
4333,CHEYENNE   LLC,BODY ARMOR FRUIT PUNCH DRINK 28 OZ,BEVERAGE : STANDARD,25,1.54,3.49,85.75,55.83,48.71
4334,CHEYENNE   LLC,HOSTESS DONETTES DBL CHOC,BAKERY & PASTRY,25,1.72,2.99,74.75,42.54,31.8
4335,CHEYENNE   LLC,HOSTESS DONETTES POWDERED,BAKERY & PASTRY,25,1.72,2.99,74.75,42.54,31.8
4336,COLFAX   LLC,S094 ROLO,CANDY : BARS,25,0.97,2.29,58.75,57.57,32.96
4337,COLFAX   LLC,PIBB XTRA SODA 20 OZ,BEVERAGE : STANDARD,25,1.28,2.99,74.75,57.15,42.72
4338,COLFAX   LLC,GATORADE LIME CUCUMBER 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,84.95,41.3,35.0
4339,COLFAX   LLC,GATORADE THIRST FRUIT PUNCH 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,86.15,41.3,35.0
4340,COLFAX   LLC,GATORADE THIRST LEMON LIME 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,85.82,41.3,35.0
4341,LITTLETON   LLC,STRBK DOUBLESHOT VANILLA 15 OZ,BEVERAGE : STANDARD,25,2.83,4.49,112.25,36.9,41.42
4342,LITTLETON   LLC,CHELADA BUD LIGHT 1 PK UIC 15 25 OZ,BEER,25,2.3,3.99,99.75,42.27,42.17
4343,LITTLETON   LLC,M & M PEANUT KING,CANDY : BARS,25,1.92,3.29,82.25,41.57,34.19
4344,LITTLETON   LLC,99 WATERMELONS,LIQUOR,25,0.65,1.29,32.25,49.61,16.0
4345,LITTLETON   LLC,RED BULL SUGAR FREE SEA BLUE EDITION JUNEBERRY 8.4 OZ,BEVERAGE : STANDARD,25,1.54,3.29,82.25,53.14,43.71
4346,LITTLETON   LLC,ON NICOTINE POUCHES 4MG C,POUCH,25,5.3,6.79,169.35,26.8,37.3
4347,LITTLETON   LLC,CELSIUS SPARKLING ORANGE ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,25,1.52,2.99,74.75,49.14,36.73
4348,LITTLETON   LLC,CELSIUS WATERMELON 12 OZ,BEVERAGE : STANDARD,25,1.52,2.99,74.75,49.14,36.73
4349,Zuni   LLC,J RANCHER GUMMIES V-BERRY,CANDY : BOX & PEG,25,2.08,4.69,117.25,55.65,65.25
4350,Zuni   LLC,ALUMINUM FOIL 30FT REYNOL,HOME GOODS,25,2.65,4.89,117.25,45.81,56.0
4351,Zuni   LLC,DIET PEPSI 1 LTR,BEVERAGE : STANDARD,25,2.02,3.59,89.75,43.73,39.25
4352,Zuni   LLC,PURE LEAF EXTRA SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,25,1.6,2.89,72.25,44.64,32.25
4353,Zuni   LLC,CHEX MIX SAVORY SNACK BOL,SALTY SNACKS,25,2.13,4.79,119.75,55.45,66.41
4354,Zuni   LLC,N.V. GRANOLA BARS HONEY &,PROTEIN BARS,25,0.74,1.59,39.75,53.6,21.31
4355,Zuni   LLC,STARBURST FAVEREDS SHARE,CANDY : BARS,25,1.92,3.29,82.25,41.57,34.19
4356,Zuni   LLC,SLIM JIM GIANT TABASCO,JERKY,25,1.13,2.09,52.25,45.77,23.92
4357,Zuni   LLC,15.0 CON QUE,FRITO LAYS,25,3.75,5.19,129.75,27.75,36.0
4358,Zuni   LLC,MT SABRI,FRITO LAYS,25,2.0,2.99,74.75,33.11,24.75
4359,Zuni   LLC,DISH DETERGENT ORIG 7.5OZ,HOME GOODS,25,1.44,2.69,67.25,46.47,31.25
4360,Zuni   LLC,WARHEADS EXTREME SOUR HAR,CANDY : BOX & PEG,25,1.65,3.69,92.25,55.22,50.94
4361,Zuni   LLC,HERSHEY ALMOND KING,CANDY : BARS,25,1.75,3.29,82.25,46.83,38.52
4362,Zuni   LLC,HERSHEY KIT KAT,CANDY : BARS,25,0.98,2.29,57.25,57.13,32.71
4363,Zuni   LLC,EAGLE PREMIUM CHERRY SLIC,CANDY : BOX & PEG,25,1.07,1.89,47.25,43.39,20.5
4364,Zuni   LLC,NAB BIG BAG MINI OREO,SWEET SNACKS,25,1.36,2.89,72.25,53.11,38.38
4365,Zuni   LLC,GATORADE LEMON LIME 20 OZ,BEVERAGE : STANDARD,25,1.46,2.99,74.75,51.09,38.19
4366,Zuni   LLC,B.B. BANANA SPLIT 14OZ,ICE CREAM,25,2.32,4.29,107.25,45.92,49.25
4367,Zuni   LLC,B.B. BUNNY TRACKS 14OZ,ICE CREAM,25,2.32,4.29,107.25,45.92,49.25
4368,Zuni   LLC,MONSTER ENERGY DRINK ULTRA FIESTA ZERO 16 OZ,BEVERAGE : STANDARD,25,1.74,3.59,89.75,51.53,46.25
4369,Zuni   LLC,MONSTER JUICE RIO PUNCH 16 OZ,BEVERAGE : STANDARD,25,1.74,3.59,89.75,51.53,46.25
4370,Zuni   LLC,KETTLE CHIPS SALT&VINGAR,SALTY SNACKS,25,1.2,2.79,69.75,57.11,39.84
4371,Zuni   LLC,S005 LA MARCA PROSECCO 750 ML,LIQUOR,25,13.49,19.99,499.75,32.52,162.5
4372,Zuni   LLC,99 PEACHES  200 ML,LIQUOR,25,0.65,1.29,32.25,49.61,16.0
4373,Zuni   LLC,FIREWOOD PINE BUNDLE 1 CT,EXTERIOR,25,3.5,8.49,200.75,58.78,124.75
4374,Zuni   LLC,RED BULL 4 PK  8.4 OZ,BEVERAGE : STANDARD,25,6.13,10.99,274.75,44.27,121.63
4375,Zuni   LLC,S001 KIM CRAWFORD SAUVIGNON BLANC 750 ML,LIQUOR,25,12.75,20.99,524.75,39.26,206.0
4376,Zuni   LLC,$3 MILLION FORTUNE,LOTTERY,25,50.0,50.0,1250.0,0.0,0.0
4377,Zuni   LLC,5 HOUR ENERGY-ES TROP-BUR,COUNTER DISPLAY,25,2.16,4.89,122.25,55.83,68.25
4378,Zuni   LLC,ONE BAR CINNAMON ROLL,PROTEIN BARS,25,1.91,3.99,99.75,52.17,52.04
4379,Zuni   LLC,GEEK BAR PULSE 15 K BLUE RAZZ ICE,VAPE : SECONDARY,25,10.0,27.99,699.75,64.27,449.75
4380,Zuni   LLC,GHOST ENERGY SOUR PINK LEMONADE 16 OZ,BEVERAGE : STANDARD,25,1.71,3.89,97.25,56.08,54.54
4381,Zuni   LLC,REIGN BODY ENERGY DRINK 16 OZ,BEVERAGE : STANDARD,25,1.63,3.49,87.25,53.39,46.59
4382,Zuni   LLC,DS084 FOUR LOKO JUNGLE JUICE CAN 12PK 23.5 OZ,BEER,25,2.27,4.09,102.25,44.48,45.48
4383,Zuni   LLC,Electrolit Mango Premium Hydration Electrolyte Beverage 21 oz,BEVERAGE : STANDARD,25,1.92,3.79,94.75,49.43,46.84
4384,Zuni   LLC,HOSTESS DONETTES CRUNCH 6,BAKERY & PASTRY,25,1.72,2.99,74.75,42.54,31.8
4385,Zuni   LLC,QUEST BAR SMORES,PROTEIN BARS,25,2.06,4.29,107.25,52.04,55.81
4386,BOULDER   LLC,MUG ROOT BEER 20 OZ,BEVERAGE : STANDARD,25,1.55,2.99,74.75,48.09,35.95
4387,BOULDER   LLC,BUDWEISER CHELADA WEISER CLAMATO 25 OZ,BEER,25,2.23,3.99,99.75,44.03,43.92
4388,BOULDER   LLC,CHEEZ-IT ORIG. 3/0Z,SALTY SNACKS,25,1.24,2.79,69.75,55.56,38.75
4389,BOULDER   LLC,DAVID S.F. SEED JUMBO RAN,NUTS & SEEDS,25,1.59,3.69,92.25,57.05,52.63
4390,BOULDER   LLC,DR NAC,FRITO LAYS,25,1.61,2.69,67.25,40.15,27.0
4391,BOULDER   LLC,DR LNT,FRITO LAYS,25,1.88,2.69,67.25,30.11,20.25
4392,BOULDER   LLC,REESES PB&J STRAW BIG CUP,CANDY : BARS,25,1.71,3.29,82.25,48.02,39.5
4393,BOULDER   LLC,AMERICAN SPIRIT 85 BOX SK,CIGARETTES,25,11.33,13.18,327.19,14.04,46.25
4394,BOULDER   LLC,POWERADE MOUNTAIN BERRY BLAST SPORTS DRINK 28 OZ,BEVERAGE : STANDARD,25,1.41,2.89,70.45,51.19,36.99
4395,BOULDER   LLC,POWERADE GRAPE 28 OZ,BEVERAGE : STANDARD,25,1.41,2.89,69.25,51.19,36.99
4396,BOULDER   LLC,BOMB POP CHERRY LIME & BLUE RASPBERRY - 4.5 FL OZ,ICE CREAM,25,1.79,2.29,57.25,48.0,12.6
4397,BOULDER   LLC,S052 B.B. BROWNIE CONES,ICE CREAM,25,2.5,4.19,104.75,40.35,42.27
4398,BOULDER   LLC,JAVA MONSTER MEAN BEAN 15 OZ,BEVERAGE : STANDARD,25,2.19,3.89,97.65,43.7,42.5
4399,BOULDER   LLC,PRINCIPE GOOD SWEET SAN,BIMBO BAKERY,25,1.43,2.49,62.25,42.57,26.5
4400,BOULDER   LLC,SQUIRT 1 LTR,BEVERAGE : STANDARD,25,1.69,2.69,67.25,37.05,24.92
4401,BOULDER   LLC,SUGAR BEVERAGE FEE 144 OZ,SUGAR FEE  (OPERATIONAL ONLY),25,2.88,2.88,72.0,0.0,0.0
4402,BOULDER   LLC,CON UCH STRAWBERRY 12 PACK 12 OZ,BEVERAGE : SPECIALITY,25,3.77,6.99,193.75,46.05,80.48
4403,BOULDER   LLC,CORE POWER ELITE STRAWBERRY 42 G ZERO 14 OZ,BEVERAGE : STANDARD,25,3.21,4.99,124.75,35.71,44.54
4404,BOULDER   LLC,FOUR LOKO SOUR APL CAN 12PK 23.5 OZ,BEER,25,2.19,4.09,101.65,46.52,47.56
4405,BOULDER   LLC,NBRW BERRY 12 OZ,BEVERAGE : SPECIALITY,25,4.0,8.49,212.25,52.9,112.27
4406,BOULDER   LLC,HOSTESS DONETTES POWDERED,BAKERY & PASTRY,25,1.72,2.99,74.75,42.47,31.75
4407,Golden LLC,MT CT CRY,FRITO LAYS,25,4.35,5.89,147.25,26.15,38.5
4408,Golden LLC,RF SMB,FRITO LAYS,25,1.88,2.69,67.25,30.11,20.25
4409,Golden LLC,CT HOT BKD,FRITO LAYS,25,1.88,2.69,67.25,30.11,20.25
4410,Golden LLC,S002 WHITE OWL FF CIG GRN SWT 2PK,CIGAR & PAPER,25,1.43,1.99,49.75,28.12,13.99
4411,Golden LLC,CARAMELLO KING,CANDY : BARS,25,1.75,3.29,82.25,46.83,38.52
4412,Golden LLC,REESES PNT BTR CUP SUPER,CANDY : BOX & PEG,25,2.47,4.29,106.05,42.33,45.4
4413,Golden LLC,BON APPETIT BLUEBERRY MUF,BAKERY & PASTRY,25,1.87,3.19,79.75,41.42,33.03
4414,Golden LLC,BON APPETIT SEMITAS SWT R,BAKERY & PASTRY,25,1.87,3.19,79.75,41.3,32.94
4415,Golden LLC,HARIBO SOUR GOLD BEARS  4.5 OZ,CANDY : BOX & PEG,25,1.33,2.99,74.75,55.6,41.56
4416,Golden LLC,COKE DIET ZERO 1 LTR,BEVERAGE : STANDARD,25,1.97,3.59,89.75,45.19,40.56
4417,Golden LLC,CAMP V8 JUICE 12/OZ,BEVERAGE : STANDARD,25,1.45,3.29,82.25,56.08,46.13
4418,Golden LLC,SOUR PATCH KIDS 8 OZ,CANDY : BOX & PEG,25,2.07,4.69,116.65,55.93,65.59
4419,Golden LLC,B.B. BIG BOPPER I.C. SAND,ICE CREAM,25,2.07,4.19,104.75,50.66,53.06
4420,Golden LLC,B.B. MISSISSIPPI MUD SAND,ICE CREAM,25,1.03,2.09,52.85,50.88,26.59
4421,Golden LLC,CORNNUTS CHILI PICANTE LA,NUTS & SEEDS,25,1.08,2.59,64.75,58.3,37.75
4422,Golden LLC,MENTOS GUM PURE FRESH SPE,GUMS & MINTS,25,3.23,5.89,147.25,45.22,66.59
4423,Golden LLC,PRINCIPE LIMON,BIMBO BAKERY,25,1.43,2.49,62.25,42.57,26.5
4424,Golden LLC,SWEETARTS ROPES TWISTED R,CANDY : BARS,25,1.9,3.29,82.25,42.4,34.88
4425,Golden LLC,RED BULL SUMMER EDITION ENERGY DRINK - 8.4 FL OZ CAN,BEVERAGE : STANDARD,25,1.52,3.29,82.25,53.77,44.23
4426,Golden LLC,DS040 WHITE CLAW VARIETY 12 PK 12 OZ,BEER,25,15.78,21.99,549.75,28.26,155.38
4427,Golden LLC,BOULDER CANYON CHIPS JALA,SALTY SNACKS,25,0.93,2.19,54.75,57.65,31.56
4428,Golden LLC,BRAECKENRIDEA JUICE DROP 15 19.2 OZ,BEER,25,2.3,3.99,99.75,42.27,42.17
4429,Golden LLC,DS038 VOODOO RANGER TROPIC FORCE 19.2 OZ,BEER,25,2.44,4.19,104.75,41.69,43.67
4430,Golden LLC,LIQUID DEATH GREEN GILOTTINE 19.2 OZ,BEVERAGE : STANDARD,25,1.8,3.99,99.75,54.95,54.81
4431,Golden LLC,BODY ARMOR SPRDRNKBL RBY 28 OZ,BEVERAGE : STANDARD,25,1.75,3.49,85.95,49.86,43.5
4432,Golden LLC,MNCO WTRM WINE  12 OZ,LIQUOR,25,1.95,2.99,74.75,34.67,25.92
4433,Golden LLC,CELSIUS RASPBERRY PEACH 12 OZ,BEVERAGE : STANDARD,25,1.61,2.99,74.26,46.07,34.44
4434,Golden LLC,VINUT LYCHEE JUICE 16 OZ,BEVERAGE : STANDARD,25,1.5,2.99,74.75,49.85,37.26
4435,CEDAR   LLC,FRZN DIN MAC & CHSE 12/OZ,FROZEN,24,2.9,5.49,131.76,47.18,62.16
4436,CEDAR   LLC,MEADOW GOLD 2% MILK 1 GAL,REFRIGERATED,24,4.95,6.99,163.76,29.18,48.96
4437,CEDAR   LLC,HUBBA BUBBA MAX OUTRAGEOU,CANDY : NOVELTY,24,0.64,1.69,40.56,62.0,25.15
4438,CEDAR   LLC,CHEEZ-IT ORIG. 3/0Z,SALTY SNACKS,24,1.24,2.79,66.96,55.56,37.2
4439,CEDAR   LLC,KBLR FUDGE STRIPE COOKIE,SWEET SNACKS,24,1.96,4.19,100.56,53.34,53.64
4440,CEDAR   LLC,REESES TAKE 5 KING,CANDY : BARS,24,1.75,3.29,78.96,46.83,36.97
4441,CEDAR   LLC,HERSHEY KIT KAT BIG KAT K,CANDY : BARS,24,1.75,3.29,78.96,46.79,36.95
4442,CEDAR   LLC,REESES CRISPY CRUNCHY KIN,CANDY : BARS,24,1.75,3.29,78.96,53.58,36.97
4443,CEDAR   LLC,BON APPETIT DULCE-CARAMEL,BAKERY & PASTRY,24,1.87,3.19,76.56,41.42,31.71
4444,CEDAR   LLC,HARIBO PEACHES 5OZ,CANDY : BOX & PEG,24,1.33,2.99,71.76,55.6,39.9
4445,CEDAR   LLC,GATORADE ZERO GLACIER CHERRY 28 OZ,BEVERAGE : STANDARD,24,1.99,3.39,83.16,41.3,33.6
4446,CEDAR   LLC,GATORADE FIERCE BLU CHERRY 28 OZ,BEVERAGE : STANDARD,24,1.99,3.39,82.76,41.3,33.6
4447,CEDAR   LLC,B.B. PEANUT BUTTER PARTY,ICE CREAM,24,2.32,4.29,102.96,45.92,47.28
4448,CEDAR   LLC,MONSTER JUICE RIO PUNCH 16 OZ,BEVERAGE : STANDARD,24,1.74,3.59,86.16,51.53,44.4
4449,CEDAR   LLC,MIKE & IKE MEGA MIX 4.25O,CANDY : BOX & PEG,24,0.97,2.49,59.76,60.88,36.38
4450,CEDAR   LLC,SWEETARTS CHEWY MINI 6/OZ,CANDY : BOX & PEG,24,2.16,4.89,127.14,55.85,65.54
4451,CEDAR   LLC,RED BULL JUNEBERRY SUMMER EDITION 8.4 OZ,BEVERAGE : STANDARD,24,1.66,3.29,78.96,49.66,39.21
4452,CEDAR   LLC,REDBULL SUMMER EDITION ENERGY DRINK 8.4 OZ,BEVERAGE : STANDARD,24,1.66,3.29,78.96,49.66,39.21
4453,CEDAR   LLC,LASER POP,CANDY : NOVELTY,24,1.09,2.49,59.76,56.12,33.54
4454,CEDAR   LLC,MONOPOLY™ SECRET VAULT 100X,LOTTERY,24,10.0,10.0,240.0,0.0,0.0
4455,CEDAR   LLC,PAPER TOWEL 1RL 2PLY WHT,HOME GOODS,24,0.97,1.89,45.36,48.68,22.08
4456,CEDAR   LLC,Glaceau Vitamin Water Zero Power-C Dragonfruit 20O Btl 20OZ,BEVERAGE : STANDARD,24,1.45,2.99,70.56,51.39,36.88
4457,CEDAR   LLC,GEEK BAR 15 K WHITE GUMMIE ICE,VAPE : SECONDARY,24,10.0,27.99,683.76,64.27,431.76
4458,CEDAR   LLC,GEEK BAR 15 K B-POP,VAPE : SECONDARY,24,10.0,27.99,677.73,64.27,431.76
4459,CEDAR   LLC,GEEK BAR 15 K BLACK CHERRY,VAPE : SECONDARY,24,10.0,27.99,687.76,64.27,431.76
4460,CEDAR   LLC,CELSIUS WTMN LMD 12OZ,BEVERAGE : STANDARD,24,1.52,2.99,71.76,49.14,35.26
4461,WHEAT   LLC,STRBK FRAPPUCCINO VANILLA CHILLED COFFEE 13.7 OZ,BEVERAGE : STANDARD,24,2.83,4.39,106.96,35.46,37.36
4462,WHEAT   LLC,COKE ZERO 1 LTR,BEVERAGE : STANDARD,24,1.97,3.59,86.16,45.19,38.94
4463,WHEAT   LLC,B&M ORIGINAL 25CT,CIGAR & PAPER,24,1.54,1.99,47.76,22.55,10.77
4464,WHEAT   LLC,MONSTER JUICE RIO PUNCH 16 OZ,BEVERAGE : STANDARD,24,1.74,3.59,86.16,51.53,44.4
4465,WHEAT   LLC,Monster Zero Sugar Ultra Blue Hawaiian Energy Drink Can 16 OZ,BEVERAGE : STANDARD,24,1.74,3.59,86.16,51.53,44.4
4466,WHEAT   LLC,BANG PEACH MANGO 16 OZ,BEVERAGE : STANDARD,24,1.63,3.19,76.56,49.01,37.52
4467,WHEAT   LLC,RED BULL SUMMER EDITION ENERGY DRINK 8.4 OZ,BEVERAGE : STANDARD,24,1.53,3.29,78.96,53.46,42.21
4468,WHEAT   LLC,NOS HIGH PERFORMANCE ENERGY 16 oz,BEVERAGE : STANDARD,24,1.72,3.59,82.76,52.0,44.8
4469,HAWK   LLC,ROCHER 3 PIECE,CANDY : BARS,24,1.5,3.39,81.36,55.75,45.36
4470,HAWK   LLC,MDEW BAJA BLAST ZERO 20 oz,BEVERAGE : STANDARD,24,1.55,2.99,72.36,48.09,34.51
